 Somme des distances parcourues par les 54715 artistes pris en compte : 3914895177.67,,,,
 , nom de l'artiste , km parcourus , ,
,nom,km,,
 , The 9th Street Stompers ,6482.692435, ,
 , Decent ,6480.038436, ,
 , Blindur ,6479.050532, ,
 , Kermet Apio ,6477.795658, ,
 , Fire In The Field ,6477.773389, ,
 , Simon Tailleu ,6476.995588, ,
 , Marie-Nicole Lemieux ,6476.351326, ,
 , NCT ,6474.977089, ,
 , Tez Cadey ,6474.266577, ,
 , Witchaven ,6473.646299, ,
 , Jason Mitchell (TN) ,6472.840422, ,
 , Hopper Brothers 2.0 ,6471.723986, ,
 , Odei ,6470.901245, ,
 , Age of Days ,6470.029512, ,
 , Luisito Quintero ,6469.950072, ,
 , TreePhort ,6467.742558, ,
 , Almost Wrong ,6467.080695, ,
 , Candy Warpop ,6466.40468, ,
 , Hipshaker ,6465.287024, ,
 , Masters of Funk ,6463.448225, ,
 , Tyler Smilo Music ,6462.223789, ,
 , Beliefs ,6460.553366, ,
 , Whiskey River ,6458.779437, ,
 , Kevin B ,6458.551949, ,
 , Rain Pryor ,6457.577698, ,
 , Within Destruction ,6455.686035, ,
 , Massmatiks ,6455.261676, ,
 , The American Professionals ,6450.80605, ,
 , Jet Black Orchid ,6448.553498, ,
 , FA!L ,6447.250024, ,
 , Véronique Hermann Sambin ,6445.895373, ,
 , Theo's Loose Hinges ,6445.581964, ,
 , Craig Wilson ,6445.318371, ,
 , The Cocktail Slippers ,6443.233967, ,
 , The Mauskovic dance band ,6442.53248, ,
 , 24 HORAS ,6440.955779, ,
 , Thadeus Gonzalez ,6440.570256, ,
 , Triple SP ,6439.71297, ,
 , Stellar Corpses ,6439.651748, ,
 , Marc Cary ,6439.030902, ,
 , Captain We're Sinking ,6438.613124, ,
 , Prolapse ,6438.080853, ,
 , Hexheart ,6437.347621, ,
 , Wyland ,6435.587099, ,
 , Bounce House ,6435.538335, ,
 , Chanson ,6435.175358, ,
 , Hope In High Water ,6435.096344, ,
 , Dream Cult ,6434.372206, ,
 , Renn ,6434.250953, ,
 , In Depths ,6434.231215, ,
 , The Rollin Stoned ,6434.097653, ,
 , Royal Brat ,6433.850512, ,
 , Tim Larson ,6433.28201, ,
 , Grant Gordy and Ross Martin ,6433.237229, ,
 , Edison Chair ,6431.473701, ,
 , MICKEY AND THE MOTORCARS ,6430.847878, ,
 , Adrien Reju ,6430.654611, ,
 , The Undercover Dream Lovers ,6429.532588, ,
 , JoJo's Slim Wednesday ,6428.997853, ,
 , Beady Eye ,6428.792162, ,
 , Phourist ,6428.735477, ,
 , Brigades ,6428.338165, ,
 , The Stonewalls ,6428.006629, ,
 , Gauntlet Hair ,6425.356935, ,
 , Folkinception ,6424.698306, ,
 , The Split Seconds ,6424.427153, ,
 , SixFoxWhiskey ,6424.14289, ,
 , Tempt ,6423.896668, ,
 , Ravi Shavi ,6423.150826, ,
 , Poppies ,6422.671847, ,
 , Gayle Tufts ,6422.598996, ,
 , Free Fallin - A Tribute to Tom Petty ,6422.497132, ,
 , Captain Green ,6420.965099, ,
 , Izcalli ,6420.881363, ,
 , In Session ,6420.541918, ,
 , Minus the Bear Headlining ,6419.302916, ,
 , The Here And Now ,6419.194574, ,
 , The Reverberations ,6418.636123, ,
 , Trompete ,6415.807185, ,
 , Nick Hagelin ,6415.270642, ,
 , Basketmouth ,6413.991355, ,
 , Cajsa Siik ,6413.650153, ,
 , The JAG ,6413.101411, ,
 , Matthew Pear ,6412.420592, ,
 , Vanupié (Solo) ,6409.425465, ,
 , Table Talk ,6408.380895, ,
 , The Hoo ,6408.377176, ,
 , Something Human ,6407.324716, ,
 , Chris Tavener Music ,6406.072161, ,
 , Robert Allen Jr. Band ,6405.551974, ,
 , Even Thieves ,6405.45465, ,
 , David Marston ,6404.539976, ,
 , Kyle Kegerreis ,6404.248593, ,
 , Gratefully Yours ,6403.551879, ,
 , Scarblade ,6402.913575, ,
 , Liz Chidester ,6402.475335, ,
 , SaulPaul ,6400.652577, ,
 , Handsome Ghost ,6400.505336, ,
 , Fai Baba ,6399.815074, ,
 , PISS TEST ,6399.772707, ,
 , Brieg Guerveno Groupe ,6399.459304, ,
 , Virginia Plain ,6399.28761, ,
 , Tim Flannery ,6398.740169, ,
 , The Photo Atlas ,6398.655034, ,
 , Trio Beyond ,6398.441194, ,
 , Rachel Levitin ,6398.035694, ,
 , Take a Mic ,6397.731759, ,
 , Jeramiah Red ,6397.056238, ,
 , Laura Jean ,6396.664104, ,
 , Ryan Hinkle ,6395.226852, ,
 , Clubhouse ,6394.902313, ,
 , Lacey Caroline ,6394.342686, ,
 , The Problem ,6393.123184, ,
 , PATRICK JACOBI ,6392.666443, ,
 , Misty in Roots ,6392.351133, ,
 , SvenDeeKay ,6391.578802, ,
 , Surface To Air Missive ,6390.174819, ,
 ," With The Punches, Forever Came Calling ",6389.424111, ,
 , Les Reservoir Dogs ,6388.756179, ,
 , Curses ,6387.769785, ,
 , Colin Jost ,6387.695608, ,
 , The Williamsons ,6386.086366, ,
 , Ronnie Heart ,6385.869607, ,
 , Zach Pohl ,6385.59615, ,
 , Pauline ,6382.938823, ,
 , Never Underestimate Musical Belief (N.U.M.B) OFFICIAL PAGE ,6382.839014, ,
 , Marie Karall ,6382.796023, ,
 , Krept & Konan ,6382.730224, ,
 , Craig Wiseman ,6382.233942, ,
 , Three Years ,6382.004549, ,
 , BEATFROG ,6381.999567, ,
 , Ken Ring ,6380.778011, ,
 , Trita ,6380.747951, ,
 , Scream the Prayer Tour ,6379.911416, ,
 , The Bar Exam ,6379.250787, ,
 , Skyburial ,6378.986035, ,
 , Red Letter Hymnal ,6378.762112, ,
 , Overstand ,6377.836926, ,
 , A Day At The Races ,6377.462829, ,
 , Steven Escalante ,6376.933926, ,
 , Toyah Willcox ,6376.883946, ,
 , The Fabulous Hubcaps ,6376.768382, ,
 , Justin Farren ,6375.660834, ,
 , Faye Webster ,6375.655986, ,
 , Eden's Curse ,6375.557372, ,
 , Indecent Excision ,6375.018696, ,
 , Late Nite Reading ,6372.728314, ,
 , The Empty Page ,6370.193229, ,
 , L'incroyable histoire de Gaston et Lucie ,6369.147999, ,
 , Murkocet ,6368.679352, ,
 , The Band From County Hell ,6367.684836, ,
 , Donna Hopkins ,6366.253298, ,
 , WesliBand ,6366.030258, ,
 , Time Walk ,6365.95202, ,
 , Honey & Houston ,6364.991015, ,
 , Robin Stjernberg ,6363.772804, ,
 , Flight Risk ,6361.905228, ,
 , Alan Smithee ,6361.86024, ,
 , Apron ,6361.778085, ,
 , Third Eye ,6361.643231, ,
 , Korn Again ,6360.077486, ,
 , Siberian Traps ,6359.290626, ,
 , Tim Hurley ,6359.052733, ,
 , Uncommon Nasa ,6357.980681, ,
 , Black Powder ,6357.958656, ,
 , Lizzy Rose ,6357.871949, ,
 , Michel de Hey (official) ,6356.554638, ,
 , Faithless Town ,6356.5408, ,
 , Pedro Arbulu ,6356.194808, ,
 , BURNS LIKE FIRE ,6355.447235, ,
 , Comma Zero ,6355.345805, ,
 , G.W. Souther ,6355.271346, ,
 , Eifman Ballet ,6354.876366, ,
 , Captain Cook ,6354.564339, ,
 , Peter Conrad Music ,6354.226111, ,
 , Ava Suppelsa ,6352.938086, ,
 , RAZ DWA TRZY ,6352.934776, ,
 , Wesley Stromberg ,6352.517878, ,
 , Kevin Drew ,6345.691293, ,
 , Kill The Precedent ,6343.961415, ,
 , Music of Alex Davis ,6343.439039, ,
 , Brad Upton ,6342.662624, ,
 , The Bar Stool Preachers ,6342.357984, ,
 , Kollektiv KlangGut ,6342.285426, ,
 , King Orgasmus One ,6342.023432, ,
 , Guitare ,6341.596213, ,
 , Brendan Fletcher ,6341.253538, ,
 , Trevor Dreher ,6340.853114, ,
 , Hurula ,6340.745458, ,
 , Justyna Steczkowska ,6339.406476, ,
 , Lindo ,6337.306813, ,
 , Karate Andi ,6337.054473, ,
 , Stann Smith ,6336.638227, ,
 , Man or Astro-man? ,6336.410207, ,
 , MARION RAMPAL ,6336.046773, ,
 , Countless Skies ,6332.02067, ,
 , MoZuluArt ,6331.711122, ,
 , Venn ,6331.311173, ,
 , Citabria ,6331.289064, ,
 , ARAT KILO ,6329.164781, ,
 , Dave Gisler ,6327.847944, ,
 , Stefan Aeby ,6327.847944, ,
 , Michi Stulz ,6327.847944, ,
 , Cypress Spring ,6325.99831, ,
 , ClayBank ,6325.133878, ,
 , Madeleine McQueen ,6324.918358, ,
 , zenitram ,6324.49425, ,
 , The Actions ,6322.240842, ,
 , Feral Ohms ,6321.645601, ,
 , Bloody Bloody Andrew Jackson ,6321.128587, ,
 , 40oz Burrito: A Tribute to Sublime ,6321.092267, ,
 , Dahebegebees ,6321.042394, ,
 , Dalton & the Sheriffs ,6319.717805, ,
 , The Persuaded ,6319.198341, ,
 , Gavin James with Kodaline ,6319.096569, ,
 , Sarah Anne DeGraw ,6317.359068, ,
 , Lucid Vision ,6316.185736, ,
 , A. J. LeGrand ,6316.083182, ,
 , DJ Colin Francis ,6316.06329, ,
 , Rachid Badouri ,6314.514442, ,
 , Rachel Crick Music ,6314.026659, ,
 , Wither ,6310.426412, ,
 , Lavender Fields ,6309.947893, ,
 , Sorg ,6306.209666, ,
 , DJ sourMILK ,6305.064247, ,
 , Női Kabát ,6304.505665, ,
 , DBR UK ,6302.952825, ,
 , Dale and the ZDubs ,6302.320334, ,
 , There for Tomorrow ,6302.197002, ,
 , Jason Ellis ,6302.009039, ,
 , Qiet ,6301.692983, ,
 , Ben Manson - Dj & Producer ,6300.567358, ,
 , Hotel Bossa Nova ,6299.770521, ,
 , Jeremy Davenport ,6298.162208, ,
 , See How They Run ,6297.618174, ,
 , Maria Patricia Kelly ,6297.094428, ,
 , Obnoxious Youth ,6297.04758, ,
 , Arne Spremberg ,6296.00099, ,
 , The Rainband ,6292.418206, ,
 , Pete Molinari ,6291.778978, ,
 , Ken Shiles & CiBon ,6291.391242, ,
 , SkillinJah ,6291.19058, ,
 , Zac HB ,6290.431124, ,
 , Daniel Castro ,6289.085173, ,
 , Thea Tochihara ,6286.415837, ,
 , Christophe Aleveque ,6284.947868, ,
 , Lady Maisery ,6284.637689, ,
 , Eaters ,6284.12304, ,
 , Kettle of Kites ,6282.855216, ,
 , Carly Connor ,6280.354079, ,
 , Henchmen ,6279.850468, ,
 , Dario Sorano ,6279.480767, ,
 , Daryl Kellie ,6278.913057, ,
 , Heidi Burson ,6278.501585, ,
 , Dodgy Mountain Men ,6277.977257, ,
 , Från Broadway till Duvemåla ,6274.98445, ,
 , David Gray ,6274.750811, ,
 , Vincent Gross ,6273.899415, ,
 , The Bone Chimes ,6273.167015, ,
 , Mating Ritual ,6272.629189, ,
 , The Infatuations ,6272.121443, ,
 , Bill Hudson ,6271.449826, ,
 , We Are Forever ,6269.656752, ,
 , Pasquale Esposito ,6269.600838, ,
 , LE COMTE DE BOUDERBALA ,6269.475952, ,
 , Shelby Ann-Marie ,6267.995125, ,
 , Eduardo Guerrero Bailaor ,6266.975982, ,
 , FLVN ,6266.398292, ,
 , Bukue One ,6266.158235, ,
 , Serenity Fisher ,6265.759247, ,
 , The Kolors ,6264.711041, ,
 , Gatekeeper ,6263.930675, ,
 , Lisa Miskovsky ,6259.849583, ,
 , Frances Rose ,6259.575385, ,
 , Jamie Grace ,6259.145092, ,
 , The Flying Pickets ,6258.699886, ,
 , Damn Right! ,6258.553401, ,
 , Chris Jennings ,6258.424979, ,
 , Dark Summer ,6258.404058, ,
 , Fiesta Cubana ,6256.676094, ,
 , Matt Griffo ,6256.355954, ,
 , Part One Tribe ,6256.173381, ,
 , ET Anderson ,6254.319866, ,
 , Good English ,6253.31699, ,
 , Papp Johnson Comedy ,6251.220494, ,
 , Fruit Juice ,6249.648248, ,
 , Mallory Run ,6249.470045, ,
 , Michael G. Ronstadt ,6249.451812, ,
 , Lost Lakes Official ,6249.162905, ,
 , SUCHTPOTENZIAL ,6247.980579, ,
 , Anialator ,6247.089809, ,
 , Mondaze ,6246.84658, ,
 , Boku ,6246.599519, ,
 , Element Brass Band ,6245.634051, ,
 , Der Panther ,6243.826439, ,
 , Jan Weiler ,6243.387128, ,
 , John Caponera ,6243.084578, ,
 , Lee Hardin ,6242.292883, ,
 , The Hanging Gardens ,6242.158656, ,
 , Pierre Durand ,6242.101965, ,
 , Jürgen Drews ,6240.871782, ,
 , Lost Stars ,6238.896779, ,
 , James Tillman ,6237.871857, ,
 , Rikard Wolff ,6237.115751, ,
 , Janover ,6236.377395, ,
 , Liver Down the River ,6232.861395, ,
 , Amanda Fields ,6232.44168, ,
 , Ruby Rose Fox ,6231.705323, ,
 , Stage 11 ,6231.590774, ,
 , Alexis Gomez ,6231.115341, ,
 , Hidden in Plain View ,6228.665817, ,
 , Jason Eskridge ,6228.131553, ,
 , Behind The Façade ,6227.221398, ,
 , Laura David ,6226.626682, ,
 , Reker ,6226.208042, ,
 , Fishfest ,6225.989019, ,
 , Left Behind ,6225.406376, ,
 , St. Christopher ,6224.938015, ,
 , Jamie Lynn Vessels ,6220.962358, ,
 , Carlos Arzate & The Kind Souls ,6218.809569, ,
 , Starkey ,6217.781021, ,
 , Truck Stop Troubadours ,6216.871132, ,
 , aileron ,6214.679706, ,
 , Mksmth ,6214.679706, ,
 , Dresdner Kreuzchor ,6213.909716, ,
 , NORRBOTTEN NEO ,6213.60548, ,
 , Rebel Soul Revival ,6213.294368, ,
 , Kenny White ,6212.229046, ,
 , Noelle Perna ,6211.412312, ,
 , Ryury ,6210.937253, ,
 , Voodoo Visionary ,6210.518188, ,
 , HAJJ ,6210.302893, ,
 , Pigs Pigs Pigs Pigs Pigs Pigs Pigs ,6209.802563, ,
 , Nokturnal Mortum ,6209.17235, ,
 , Knifight ,6208.88207, ,
 , Low Ranger ,6208.585308, ,
 , Glaare ,6208.09582, ,
 , Lady Moon ,6207.664765, ,
 , Remode ,6206.55929, ,
 , Small Wonder ,6206.49776, ,
 , John Joseph ,6205.689013, ,
 , Judas Priestess ,6205.24472, ,
 , Gurr ,6204.838065, ,
 , Mutilated Judge ,6204.414112, ,
 , Little Flower Events ,6203.857664, ,
 , Maklak ,6202.548364, ,
 , The Headbangers ,6202.152768, ,
 , Bollywood BEATS ,6201.299691, ,
 , JB and the Moonshine Band ,6201.142348, ,
 , Darkane ,6200.493531, ,
 , New Talent ,6200.464706, ,
 , Beecher's Fault ,6200.435669, ,
 , Schrottgrenze ,6200.138385, ,
 , LAURENT MONTAGNE ,6199.243218, ,
 , KATE NV ,6198.391442, ,
 , Lamento ,6197.709852, ,
 , Green River ,6197.35282, ,
 , The Worriers ,6196.351776, ,
 , Sounds Familiar ,6193.523877, ,
 , Dyan ,6193.496917, ,
 , Smoove & Turrell ,6192.647085, ,
 , Through The Stone ,6192.615514, ,
 , Monki ,6192.201624, ,
 , Nightbird ,6191.526466, ,
 , Sludgehammer ,6190.417439, ,
 , Bad Sounds ,6190.370711, ,
 , 45 Adapters ,6190.338666, ,
 , The Othership Connection ,6190.036026, ,
 , Changing Facesᵈᵑᵇ ,6189.672728, ,
 , Oginalii ,6189.377312, ,
 , Dandu ,6184.046755, ,
 , Rob Harris - Songwriter ,6183.893731, ,
 , Nerve Endings ,6183.653332, ,
 , Hannah Rose ,6182.732059, ,
 , Ruido Rosa ,6181.974738, ,
 , Tyrant ,6181.679699, ,
 , Seth Herzog ,6181.469193, ,
 , Youngest of Elders ,6181.313424, ,
 , Hungover ,6179.868771, ,
 , False Gods ,6179.699444, ,
 , Laura Oakes ,6178.988011, ,
 , Daylight (SP)  ,6176.629124, ,
 , Genesis Classic ,6176.271224, ,
 , Lily Rose ,6175.835007, ,
 , Northern Shores ,6175.82965, ,
 , Bad Faces ,6175.781681, ,
 , Current Personae ,6175.727889, ,
 , Colorado Eagles ,6173.041213, ,
 , SUPERBOB ,6170.7841, ,
 , Dillon Chase ,6169.82505, ,
 , yellowtieguy ,6168.482829, ,
 , the Run Around ,6167.929696, ,
 , The Beatles Revival ,6166.811034, ,
 , Jose Hernandez ,6166.476848, ,
 , Boris Charmatz ,6165.652703, ,
 , Androma ,6165.316497, ,
 , Blis. ,6164.359987, ,
 , Gasoline Lollipops ,6164.135438, ,
 , T-roy ,6163.445657, ,
 , Jay Jona ,6163.445657, ,
 , Flying Buffaloes ,6163.174937, ,
 , The Falling Birds ,6161.469531, ,
 , Extrabreit ,6161.381805, ,
 , CutOff!CutOffǃ ,6160.768298, ,
 , Seven Days Lost ,6159.714706, ,
 , Reeve Coobs ,6159.589839, ,
 , Mr Woodnote ,6159.433239, ,
 , Adrien Soleiman ,6158.161374, ,
 , Dave Beer ,6156.918408, ,
 , Gloryful ,6156.591637, ,
 , Filthy Sweet ,6155.507152, ,
 , Nirvana UK ,6155.264619, ,
 , Orkestra Del Sol ,6154.955224, ,
 , Django Asül ,6153.322633, ,
 , Geraint Watkins ,6152.430749, ,
 , Glashaus ,6152.393606, ,
 , Bon Finix ,6151.20076, ,
 , The Rusty Bells ,6149.5034, ,
 , Trinity Orchestra ,6149.097722, ,
 , Lila Ignite ,6148.095952, ,
 , Billie Marten ,6147.876581, ,
 , Christine Parker Music ,6147.123548, ,
 , Cash Levy ,6146.6306, ,
 , Infinite Spectrum ,6146.612993, ,
 , GATO LOCO ,6146.256729, ,
 , Ati EDGE and the Shadowbirds ,6144.25918, ,
 , The Walking Tree ,6144.094984, ,
 , Caroline Keller Band ,6143.154503, ,
 , Ryno ,6142.741362, ,
 , Fire Chief Charlie ,6142.65032, ,
 , Stone Sole River ,6141.939989, ,
 , Jack Dalton ,6141.175793, ,
 , Nicolai Ditsch ,6141.067278, ,
 , Max Flinn Music ,6140.453766, ,
 , Louise Morrissey Music ,6140.45106, ,
 , Ash is a Robot ,6140.037606, ,
 , Ms. Fridrich ,6138.51355, ,
 , Amberstein ,6137.827074, ,
 ," Simple Plan, Hit The Lights ",6135.770377, ,
 , Jonita Gandhi ,6133.933421, ,
 , The Landers ,6131.602797, ,
 , Drive By Wire ,6130.953987, ,
 , The Reverend Peyton’s Big Damn Ban ,6130.884676, ,
 , Wounds ,6129.820413, ,
 , Counting Coins ,6128.540263, ,
 , Finger Guns ,6126.296437, ,
 , I AM I ,6124.703773, ,
 , ANTA ,6123.541781, ,
 , The Gravel Pit ,6122.066271, ,
 , Jim Bruno ,6120.427566, ,
 , KarlDensonTinyUniverse ,6119.860881, ,
 , Peyote Coyote ,6119.198831, ,
 , The Tossers ,6118.995515, ,
 , Toy Cars ,6118.311741, ,
 , The Hyena Kill ,6117.856192, ,
 , 187 Strassenbande ,6117.807637, ,
 , Raised on TV ,6115.561282, ,
 , Honey Radar ,6115.308906, ,
 , DJ Foksen ,6115.30276, ,
 , Bianca Muniz ,6115.087202, ,
 , Just In Time ,6114.198112, ,
 , Well Known Strangers ,6113.082361, ,
 , Braid ,6112.35618, ,
 , Telemetry ,6112.138755, ,
 , Okapi Sun ,6111.885961, ,
 , CUT_ ,6110.898678, ,
 , Reverberation ,6110.458984, ,
 , Soaked ,6109.418945, ,
 , Paul Sleeven ,6108.825765, ,
 , Olivier Le Goas ,6107.972137, ,
 , Daniel G. Harmann ,6107.874647, ,
 , Howe Jellis ,6106.436892, ,
 , Master Phil ,6106.395319, ,
 , Tom Brady Entertainment ,6105.711536, ,
 , The Cinelli Brothers ,6105.388299, ,
 , Gareth Malone ,6104.158599, ,
 , Lucien Parker ,6103.897722, ,
 , Chris Wallace ,6103.412586, ,
 , Project Out Of Bounds ,6102.855513, ,
 , The Legendary ,6102.16592, ,
 , Tiny Kingdoms ,6101.673411, ,
 , Onefoot ,6101.495217, ,
 , Space Between ,6100.342454, ,
 , Brothers Rage ,6099.340077, ,
 , Chozen 365 Music ,6099.043499, ,
 , MIND AWAKE ,6098.307435, ,
 , Centerfolds ,6096.090396, ,
 , The Four C Notes ,6093.378573, ,
 , Callie Twisselman ,6093.164085, ,
 , Joe Sanders ,6093.116745, ,
 , Flats And Sharps ,6091.729357, ,
 , Pure Gold ,6090.065373, ,
 , Yoni Zelnik ,6090.04796, ,
 , Zach Pietrini ,6088.977866, ,
 , Scott Marek ,6088.943368, ,
 , Derek Andrew ,6088.711159, ,
 , Ed Rush ,6088.583355, ,
 , Damian Lynn ,6087.047398, ,
 , Fake Limbs ,6086.462998, ,
 , Scumbag Millionaire ,6086.279663, ,
 , Rhubarb Red ,6086.11883, ,
 , Goat Girl ,6085.750258, ,
 , Here Lies a Warning ,6085.456473, ,
 , Bryan Thomas ,6084.561905, ,
 , Janus ,6083.846466, ,
 , Boomstick ,6083.368254, ,
 , Crissi Cochrane ,6083.181098, ,
 , Brother John Kattke ,6083.104123, ,
 , Matheiu ,6082.81575, ,
 , Baphomet's Blood (official) ,6082.62293, ,
 , Everyone Else ,6082.506381, ,
 , Becoming Human ,6082.349536, ,
 , LINDA HESSE ,6082.267466, ,
 , Nick Stephenson Music ,6082.259881, ,
 , A-Vox ,6079.926018, ,
 , Glass House Point ,6079.819428, ,
 , Kittie ,6079.119378, ,
 , Sam Payne ,6076.495475, ,
 , Dinowalrus ,6075.123315, ,
 , Sharon Bourbonnais Music ,6074.432576, ,
 , Rolie Polie Guacamole ,6073.782188, ,
 , Steve Looney ,6073.153633, ,
 , Tiki ,6073.054943, ,
 , Andy Cutting ,6068.098953, ,
 , False Prophet ,6067.826842, ,
 , Noise Ordinance ,6067.76517, ,
 , Down River ,6067.745506, ,
 , william becket ,6067.254234, ,
 , Bummers ,6067.205429, ,
 , Dead Rites ,6066.868781, ,
 , CCR REVIVAL BAND ,6066.293469, ,
 , Diana Gameros ,6066.045456, ,
 , DUBPAPER ,6065.200876, ,
 , Deena Abdelwahed ,6064.530695, ,
 , Family Mansion ,6064.381868, ,
 , Jake Phillips performs as APA ,6063.6693, ,
 , Od Fulmine ,6063.244147, ,
 , Matt Duke ,6063.139754, ,
 , The Horrors ,6063.047801, ,
 , POLICE DES MOEURS ,6063.008217, ,
 , Newpoli ,6060.096915, ,
 , Cocked N' Loaded ,6058.83428, ,
 , Dark Avenue ,6057.41586, ,
 , X-Factor ,6056.662296, ,
 , Big Drill Car ,6056.627079, ,
 , Willow Steps ,6053.313401, ,
 , Stitchy C ,6053.066183, ,
 , Corky Hughes ,6052.773211, ,
 , New World Depression ,6051.945799, ,
 , Brick And Mortar ,6051.782588, ,
 , Northside Festival ,6051.484622, ,
 , Shotgun Jane ,6050.938848, ,
 , The Alcapones ,6050.151917, ,
 , Scroobius Pip ,6049.779631, ,
 , POST MONROE ,6048.866689, ,
 , Ahmed Sylla ,6048.592231, ,
 , Francesco Gabbani ,6048.293929, ,
 , Donald Kontomanou ,6048.040306, ,
 , Lady Parts Justice League ,6046.886821, ,
 , Desperate Journalist ,6046.730797, ,
 , Marco Pavé ,6040.019799, ,
 , Lean Back ,6038.833492, ,
 , Redline Chemistry ,6038.34874, ,
 , Something Underground ,6038.038508, ,
 , Codex Empire ,6036.108689, ,
 , Beau James Wigington ,6036.021898, ,
 , Pi Jacobs ,6035.814192, ,
 , Spirits and the Melchizedek Children ,6035.557957, ,
 , paper arms ,6035.240674, ,
 , Erik White (of Brothers McCann) ,6035.202497, ,
 , Robyn G. Shiels ,6034.735843, ,
 , YOKKO ,6034.312077, ,
 , ALKI Jones ,6033.169084, ,
 , Tommy V ,6033.165822, ,
 , with Aaron Lee Tasjan ,6031.956236, ,
 , Pronoun ,6031.63954, ,
 , Neon Summer ,6031.333612, ,
 , ENCORE FLOYD ,6030.757091, ,
 , Rilan & the Bombardiers ,6030.455064, ,
 , Unaka Prong ,6030.363625, ,
 , Native Construct ,6029.882687, ,
 , Colby Deitz Band ,6029.46364, ,
 , Ingenue ,6028.813481, ,
 , Colm Keegan ,6028.779287, ,
 , The Shack Band ,6028.070592, ,
 , Sechem ,6028.027175, ,
 , The Day Will Come ,6027.955737, ,
 , Baracutanga ,6027.76976, ,
 , Sweater Funk ,6026.385701, ,
 , Andy Fairweather Low & The Low Riders ,6025.574926, ,
 , Black Rheno ,6024.818641, ,
 , Aaron West & The Roaring Twenties ,6024.148502, ,
 , The Still ,6021.228208, ,
 , Heart Avail ,6020.743783, ,
 , FLAVIO FOLCO ,6019.36515, ,
 , Nicki Bove ,6019.304711, ,
 , Jammer ,6018.325405, ,
 , After The Fallout ,6018.324016, ,
 , Donald Spence of Versus The World ,6016.539086, ,
 , NGHBRS ,6015.759493, ,
 , Ciara Rae ,6013.697757, ,
 , Christophe Panzani ,6013.57418, ,
 , The Wombats 2011 North American Tour ,6012.372827, ,
 , Freddy Kalas ,6011.776905, ,
 , Mynth ,6011.168326, ,
 , Sax Appeal ,6010.244482, ,
 ,  Luminate ,6009.683697, ,
 , Paper Sparrow ,6009.340059, ,
 , Allan Ros ,6008.731552, ,
 , Fun-Da-Mental ,6008.706585, ,
 , Haunted Horses ,6008.439597, ,
 , Dinner & A Suit ,6008.052887, ,
 , Kelsey Waters ,6007.006221, ,
 , Frida Ånnevik ,6006.564863, ,
 , Project 432 ,6006.521003, ,
 , Amy Cook ,6006.427766, ,
 , Harvey Wainapel ,6006.148516, ,
 , Chris Carroll ,6005.596198, ,
 , Swamburger ,6004.205296, ,
 , Jack J Hutchinson ,6003.381071, ,
 , The Flutter and Wow ,6002.490332, ,
 , Sweely ,6001.66793, ,
 , When We Return ,6000.204355, ,
 , Bury Your Dead ,5997.969757, ,
 , Allen Biffle Band ,5997.716162, ,
 , The Fifth Element ,5996.497585, ,
 , Unlimited Devotion ,5996.461524, ,
 , Kandid ,5996.405265, ,
 , Sons of the Never Wrong ,5995.823596, ,
 , Social Bones ,5995.448841, ,
 , Luna Arcade ,5995.303538, ,
 , Angus Munro ,5994.031443, ,
 , Deep Greens & Blues ,5993.99139, ,
 , Femdot ,5992.357614, ,
 , Voodoo Six ,5991.10293, ,
 , The Vibe Theory ,5990.931268, ,
 , Chris Connelly ,5989.622, ,
 , Sarah Aili ,5989.518143, ,
 , UK RAMONES ,5989.283604, ,
 , Slimkid3 & DJ Nu-Mark ,5989.211532, ,
 , Carbine ,5989.210691, ,
 , Godslave ,5988.793432, ,
 , Sarah Beatty ,5988.662665, ,
 , The Irish Folk Festival ,5987.317573, ,
 , ANNA RF ,5987.281929, ,
 , Stinky ,5986.641994, ,
 , DJ Enjay ,5985.718545, ,
 , kofelgschroa ,5983.199915, ,
 , Headspins ,5982.471365, ,
 , Bugo ,5982.342102, ,
 , DJ PéGé ,5977.701436, ,
 , Dark Thoughts ,5977.215513, ,
 , Tyler Smith ,5975.457026, ,
 , Miss Tess and The Talkbacks ,5974.404237, ,
 , Pajamas ,5973.501824, ,
 , Bad Girlfriends ,5973.396851, ,
 , Tribe One ,5972.787544, ,
 , Rough Cutt ,5969.540376, ,
 , Yasi Hofer - Faith Tour ,5968.116857, ,
 , The LDJ Band ,5967.582819, ,
 , Dynanim ,5965.333289, ,
 , Charta 77 ,5964.830385, ,
 , Brown Sabbath ,5963.046811, ,
 , For The Fire ,5962.806888, ,
 , François Corbier ,5961.081017, ,
 , Joey Love ,5960.892389, ,
 , Deathrite ,5960.332278, ,
 , Giant Zero ,5958.142677, ,
 , Unfathomable Ruination ,5957.191258, ,
 , Mr.Feelgood ,5957.036604, ,
 , Thanya Iyer ,5955.692123, ,
 , Putridity ,5955.048401, ,
 , Vomitous ,5955.048401, ,
 , John Gaar ,5954.480044, ,
 , Des McMahon ,5954.045918, ,
 , Modern Day Escape ,5951.283736, ,
 , Peter Croce ,5949.783549, ,
 , The Elovators ,5949.684197, ,
 , Foreign Fields ,5947.902149, ,
 , Xavier Toscano ,5947.61911, ,
 , Richie Cunning ,5947.129793, ,
 , Svart Crown ,5945.679253, ,
 , Moses Guest ,5945.19449, ,
 , Hidden Cabins ,5945.176338, ,
 , Rascal Martinez ,5944.914224, ,
